DEPT,GR,DT,RHOB,DRHO
2128.8003,90.41008,68.153,,
2128.7003,87.816605,68.516663,,
2128.6003,85.193237,68.753006,,
2128.5003,83.435883,68.862289,,
2128.4003,82.955551,68.842133,,
2128.3003,83.938934,68.70459,,
2128.2003,85.770706,68.354477,,
2128.1003,87.378098,67.716507,,
2128.0003,88.818634,66.838486,,
2127.9003,89.947678,66.074158,,
2127.8003,90.557541,65.804169,,
2127.7003,90.381866,65.970413,,
2127.6003,89.737259,66.441177,,
2127.5003,89.483932,67.009872,,
2127.4003,90.021255,67.516815,,
2127.3003,91.136871,67.816498,,
2127.2003,91.801208,67.843643,,
2127.1003,91.178619,67.640778,,
2127.0003,89.251129,67.305389,,
2126.9003,87.54213,67.023224,,
2126.8003,86.281952,66.966309,,
2126.7003,85.768768,67.264938,,
2126.6003,86.020126,67.897827,,
2126.5003,87.012955,68.658936,,
2126.4003,88.481583,69.264587,,
2126.3003,90.21933,69.404251,,
2126.2003,92.219803,69.045502,,
2126.1003,94.458221,68.43866,,
2126.0003,96.938034,68.093124,,
2125.9003,99.581085,68.227249,,
2125.8003,102.091705,68.792084,,
2125.7003,104.046494,69.394897,,
2125.6003,105.176971,69.79303,,
2125.5003,105.505737,69.981903,,
2125.4003,105.13269,70.197876,,
2125.3003,104.481705,70.377777,,
2125.2003,104.153473,70.430405,,
2125.1003,103.573502,70.498734,,
2125.0003,102.646027,70.450745,,
2124.9003,101.876709,70.162064,,
2124.8003,101.646118,69.911209,,
2124.7003,101.810944,69.831024,,
2124.6003,101.610321,69.936142,,
2124.5003,100.896729,70.19606,,
2124.4003,99.601578,70.610733,,
2124.3003,98.031479,70.988525,,
2124.2003,96.287079,70.963821,,
2124.1003,94.508682,70.656799,,
2124.0003,92.837357,70.399918,,
2123.9003,91.910736,70.076599,,
2123.8003,92.09169,69.653915,,
2123.7003,92.930161,69.299454,,
2123.6003,94.266037,69.204544,,
2123.5003,95.585678,69.282959,,
2123.4003,96.539612,69.310272,,
2123.3003,96.953201,69.330765,,
2123.2003,96.940781,69.417389,,
2123.1003,96.722641,69.560089,,
2123.0003,96.7659,69.733063,,
2122.9003,97.289856,69.759811,,
2122.8003,98.176956,69.526596,,
2122.7003,99.48848,69.237091,,
2122.6003,101.052551,68.974289,,
2122.5003,102.624069,68.69783,,
2122.4003,103.688599,68.660278,,
2122.3003,104.184402,68.906616,,
2122.2003,104.254791,69.242279,,
2122.1003,103.658615,69.531937,,
2122.0003,102.448212,69.815582,,
2121.9003,100.727631,70.18306,,
2121.8003,98.760254,70.546631,,
2121.7003,96.92157,70.665527,,
2121.6003,96.284485,70.370865,,
2121.5003,96.75412,70.217163,,
2121.4003,97.757385,70.392685,,
2121.3003,98.688705,70.632401,,
2121.2003,99.303177,70.750198,,
2121.1003,99.634354,70.708801,,
2121.0003,99.847107,70.504318,,
2120.9003,100.207367,69.998917,,
2120.8003,100.804764,69.350281,,
2120.7003,102.242691,68.89473,,
2120.6003,103.89476,68.710922,,
2120.5003,105.231094,68.707382,,
2120.4003,105.62941,68.887253,,
2120.3003,105.197388,69.213181,,
2120.2003,104.102966,69.555374,,
2120.1003,102.359985,69.686554,,
2120.0003,100.210403,69.615479,,
2119.9003,97.680222,69.486252,,
2119.8003,94.827454,69.428299,,
2119.7003,92.410904,69.325104,,
